Log file open, 12/13/22 03:21:00
[2022.12.13-00.21.09:728][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 4ABC2C9B617E4C5A1CA054C0D5DCCB7323F80FAD), compiling. Is special engine material.
[2022.12.13-00.21.09:733][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationUnlitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 20B27FE1E4D6668032DE64CE896209668496D669), compiling. Is special engine material.
[2022.12.13-00.21.09:738][  0]LogMaterial: Display: Missing cached shadermap for MAT_LevelColorationLitLightmapUV in PCD3D_SM6, Default, SM6 (DDC key hash: 12689C2CC98FF07D2F2171D168A44FFE5FCD93F7), compiling. Is special engine material.
[2022.12.13-00.21.09:742][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: CA9635B74B6E5CE85B8A89CDC051075CCABCA393), compiling. Is special engine material.
[2022.12.13-00.21.09:746][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationUnlitMateri in PCD3D_SM6, Default, SM6 (DDC key hash: EDE48AA4156A5667C76AFB7EAA77569B323E8CBE), compiling. Is special engine material.
[2022.12.13-00.21.09:859][  0]LogInit: Initializing FReadOnlyCVARCache
[2022.12.13-00.21.09:878][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.13-00.21.09:901][  0]LogAIModule: Creating AISystem for world Untitled
[2022.12.13-00.21.09:902][  0]LogNetVersion: Set ProjectVersion to 1.0.0.0. Version Checksum will be recalculated on next use.
[2022.12.13-00.21.09:902][  0]LogInit: Texture streaming: Enabled
[2022.12.13-00.21.09:930][  0]LogAnalytics: Display: [UEEditor.Rocket.Release] APIServer = https://datarouter.ol.epicgames.com/. AppVersion = 5.1.0-23058290+++UE5+Release-5.1
[2022.12.13-00.21.09:941][  0]LogAudio: Display: Initializing Audio Device Manager...
[2022.12.13-00.21.09:960][  0]LogAudio: Display: Loading Default Audio Settings Objects...
[2022.12.13-00.21.09:961][  0]LogAudio: Display: No default SoundConcurrencyObject specified (or failed to load).
[2022.12.13-00.21.09:963][  0]LogAudio: Display: AudioInfo: 'BINKA' Registered
[2022.12.13-00.21.09:965][  0]LogAudio: Display: AudioInfo: 'PCM' Registered
[2022.12.13-00.21.09:965][  0]LogAudio: Display: AudioInfo: 'ADPCM' Registered
[2022.12.13-00.21.09:965][  0]LogAudio: Display: AudioInfo: 'OGG' Registered
[2022.12.13-00.21.09:965][  0]LogAudio: Display: AudioInfo: 'OPUS' Registered
[2022.12.13-00.21.09:966][  0]LogAudio: Display: Audio Device Manager Initialized
[2022.12.13-00.21.09:966][  0]LogAudio: Display: Creating Audio Device:                 Id: 1, Scope: Shared, Realtime: True
[2022.12.13-00.21.09:966][  0]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2022.12.13-00.21.09:966][  0]LogAudioMixer: Display: 	Sample Rate:						  48000
[2022.12.13-00.21.09:966][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2022.12.13-00.21.09:966][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2022.12.13-00.21.09:966][  0]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2022.12.13-00.21.09:966][  0]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2022.12.13-00.21.09:966][  0]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2022.12.13-00.21.09:966][  0]LogAudio: Display: AudioDevice MaxSources: 32
[2022.12.13-00.21.09:967][  0]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2022.12.13-00.21.09:967][  0]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2022.12.13-00.21.09:967][  0]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2022.12.13-00.21.09:973][  0]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2022.12.13-00.21.10:006][  0]LogAudioMixer: Display: Using Audio Hardware Device Динамики (3- USB Audio Device)
[2022.12.13-00.21.10:007][  0]LogAudioMixer: Display: Initializing Sound Submixes...
[2022.12.13-00.21.10:010][  0]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2022.12.13-00.21.10:010][  0]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2022.12.13-00.21.10:012][  0]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=1
[2022.12.13-00.21.10:012][  0]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=1
[2022.12.13-00.21.10:014][  0]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=1
[2022.12.13-00.21.10:014][  0]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=1
[2022.12.13-00.21.10:014][  0]LogInit: FAudioDevice initialized.
[2022.12.13-00.21.10:014][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled'.
[2022.12.13-00.21.10:033][  0]LogCsvProfiler: Display: Metadata set : largeworldcoordinates="1"
[2022.12.13-00.21.10:041][  0]LogLiveCoding: Display: Starting LiveCoding
[2022.12.13-00.21.10:042][  0]LogLiveCoding: Display: LiveCodingConsole Arguments: UnrealEditor Win64 Development
[2022.12.13-00.21.10:043][  0]LogLiveCoding: Display: First instance in process group "UE_levelingSystem_0xccc93c63", spawning console
[2022.12.13-00.21.10:050][  0]LogLiveCoding: Display: Waiting for server
[2022.12.13-00.21.10:521][  0]LogLiveCoding: Display: Successfully initialized, removing startup thread
[2022.12.13-00.21.10:546][  0]LogInit: Transaction tracking system initialized
[2022.12.13-00.21.10:580][  0]LogSourceControl: Display: Uncontrolled Changelist persistency file loaded ../../../../../unreal-engine-projects/levelingSystem 5.1/Saved/SourceControl/UncontrolledChangelists.json
[2022.12.13-00.21.10:580][  0]LogSourceControl: Uncontrolled asset enumeration started...
[2022.12.13-00.21.10:583][  0]LogSourceControl: Uncontrolled asset enumeration finished in 0.003261 seconds (Found 115 uncontrolled assets)
[2022.12.13-00.21.10:621][  0]BlueprintLog: New page: Editor Load
[2022.12.13-00.21.10:806][  0]LocalizationService: Localization service is disabled
[2022.12.13-00.21.10:843][  0]TimingProfiler: Initialize
[2022.12.13-00.21.10:843][  0]TimingProfiler: OnSessionChanged
[2022.12.13-00.21.10:843][  0]LoadingProfiler: Initialize
[2022.12.13-00.21.10:843][  0]LoadingProfiler: OnSessionChanged
[2022.12.13-00.21.10:843][  0]NetworkingProfiler: Initialize
[2022.12.13-00.21.10:843][  0]NetworkingProfiler: OnSessionChanged
[2022.12.13-00.21.10:843][  0]MemoryProfiler: Initialize
[2022.12.13-00.21.10:843][  0]MemoryProfiler: OnSessionChanged
[2022.12.13-00.21.10:911][  0]Warning: In asset 'None', there is an enum property of type 'EIOSVersion' with an invalid value of 'IOS_14'
[2022.12.13-00.21.10:911][  0]LogObj: Error: LoadConfig (/Script/IOSRuntimeSettings.Default__IOSRuntimeSettings): import failed for MinimumiOSVersion in: IOS_14
[2022.12.13-00.21.11:037][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2022.12.13-00.21.11:037][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2022.12.13-00.21.11:038][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2022.12.13-00.21.11:172][  0]LogFileCache: Scanning file cache for directory 'E:/unreal-engine-projects/levelingSystem 5.1/Content/' took 0.01s
[2022.12.13-00.21.11:265][  0]LogEditorDomain: Display: Class /Script/AnimationData.AnimationSequencerDataModel is imported by a package but does not exist in memory. EditorDomain keys for packages using it will be invalid if it still exists.
	To clear this message, resave packages that use the deleted class, or load its module earlier than the packages that use it are referenced.
[2022.12.13-00.21.11:561][  0]LogLevelSequenceEditor: LevelSequenceEditor subsystem initialized.
[2022.12.13-00.21.11:603][  0]LogInit: Display: Engine is initialized. Leaving FEngineLoop::Init()
[2022.12.13-00.21.11:605][  0]SourceControl: Source control is disabled
[2022.12.13-00.21.11:605][  0]LogUnrealEdMisc: Loading editor; pre map load, took 11.661
[2022.12.13-00.21.11:607][  0]LogFactory: FactoryCreateFile: PackFactory with PackFactory (0 0 E:/Epic Games/UE_5.1/FeaturePacks/StarterContent.upack)
[2022.12.13-00.21.11:609][  0]LogPackFactory: Finished extracting 8 files (including 0 errors).
[2022.12.13-00.21.11:610][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset"
[2022.12.13-00.21.11:610][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset"
[2022.12.13-00.21.11:610][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Fire.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Blueprints/Blueprint_Effect_Fire.uasset"
[2022.12.13-00.21.11:610][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Smoke.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Blueprints/Blueprint_Effect_Smoke.uasset"
[2022.12.13-00.21.11:611][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Sparks.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Blueprints/Blueprint_Effect_Sparks.uasset"
[2022.12.13-00.21.11:611][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Steam.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Blueprints/Blueprint_Effect_Steam.uasset"
[2022.12.13-00.21.11:611][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_WallSconce.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Blueprints/Blueprint_WallSconce.uasset"
[2022.12.13-00.21.11:612][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/BP_LightStudio.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Blueprints/BP_LightStudio.uasset"
[2022.12.13-00.21.11:612][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Floor_400x400.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Architecture/Floor_400x400.uasset"
[2022.12.13-00.21.11:612][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Pillar_50x500.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Architecture/Pillar_50x500.uasset"
[2022.12.13-00.21.11:613][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/SM_AssetPlatform.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Architecture/SM_AssetPlatform.uasset"
[2022.12.13-00.21.11:613][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_400x200.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Architecture/Wall_400x200.uasset"
[2022.12.13-00.21.11:613][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_400x300.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Architecture/Wall_400x300.uasset"
[2022.12.13-00.21.11:613][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_400x400.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Architecture/Wall_400x400.uasset"
[2022.12.13-00.21.11:613][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_500x500.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Architecture/Wall_500x500.uasset"
[2022.12.13-00.21.11:614][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Door_400x300.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Architecture/Wall_Door_400x300.uasset"
[2022.12.13-00.21.11:614][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Door_400x400.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Architecture/Wall_Door_400x400.uasset"
[2022.12.13-00.21.11:614][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Window_400x300.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Architecture/Wall_Window_400x300.uasset"
[2022.12.13-00.21.11:614][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Window_400x400.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Architecture/Wall_Window_400x400.uasset"
[2022.12.13-00.21.11:615][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Ambient_Dust.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Particles/P_Ambient_Dust.uasset"
[2022.12.13-00.21.11:615][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Explosion.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Particles/P_Explosion.uasset"
[2022.12.13-00.21.11:616][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Fire.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Particles/P_Fire.uasset"
[2022.12.13-00.21.11:616][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Smoke.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Particles/P_Smoke.uasset"
[2022.12.13-00.21.11:617][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Sparks.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Particles/P_Sparks.uasset"
[2022.12.13-00.21.11:617][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Steam_Lit.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Particles/P_Steam_Lit.uasset"
[2022.12.13-00.21.11:668][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset"
[2022.12.13-00.21.11:669][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Collapse01.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Collapse01.uasset"
[2022.12.13-00.21.11:669][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Collapse02.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Collapse02.uasset"
[2022.12.13-00.21.11:670][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Collapse_Cue.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Collapse_Cue.uasset"
[2022.12.13-00.21.11:670][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Explosion01.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Explosion01.uasset"
[2022.12.13-00.21.11:670][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Explosion02.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Explosion02.uasset"
[2022.12.13-00.21.11:670][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Explosion_Cue.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Explosion_Cue.uasset"
[2022.12.13-00.21.11:671][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire01.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Fire01.uasset"
[2022.12.13-00.21.11:671][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/MaterialSphere.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Props/MaterialSphere.uasset"
[2022.12.13-00.21.11:671][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire01_Cue.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Fire01_Cue.uasset"
[2022.12.13-00.21.11:672][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Bush.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Props/SM_Bush.uasset"
[2022.12.13-00.21.11:672][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Chair.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Props/SM_Chair.uasset"
[2022.12.13-00.21.11:672][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_CornerFrame.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Props/SM_CornerFrame.uasset"
[2022.12.13-00.21.11:672][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Couch.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Props/SM_Couch.uasset"
[2022.12.13-00.21.11:673][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Door.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Props/SM_Door.uasset"
[2022.12.13-00.21.11:673][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_DoorFrame.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Props/SM_DoorFrame.uasset"
[2022.12.13-00.21.11:673][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_GlassWindow.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Props/SM_GlassWindow.uasset"
[2022.12.13-00.21.11:673][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset"
[2022.12.13-00.21.11:674][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Lamp_Wall.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Props/SM_Lamp_Wall.uasset"
[2022.12.13-00.21.11:674][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_PillarFrame.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Props/SM_PillarFrame.uasset"
[2022.12.13-00.21.11:674][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_PillarFrame300.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Props/SM_PillarFrame300.uasset"
[2022.12.13-00.21.11:674][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Rock.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Props/SM_Rock.uasset"
[2022.12.13-00.21.11:674][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Shelf.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Props/SM_Shelf.uasset"
[2022.12.13-00.21.11:675][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Stairs.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Props/SM_Stairs.uasset"
[2022.12.13-00.21.11:675][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Statue.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Props/SM_Statue.uasset"
[2022.12.13-00.21.11:675][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_TableRound.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Props/SM_TableRound.uasset"
[2022.12.13-00.21.11:676][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire_Sparks01.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Fire_Sparks01.uasset"
[2022.12.13-00.21.11:676][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_WindowFrame.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Props/SM_WindowFrame.uasset"
[2022.12.13-00.21.11:676][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire_Sparks01_Cue.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Fire_Sparks01_Cue.uasset"
[2022.12.13-00.21.11:677][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light01.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Light01.uasset"
[2022.12.13-00.21.11:677][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light01_Cue.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Light01_Cue.uasset"
[2022.12.13-00.21.11:677][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light02.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Light02.uasset"
[2022.12.13-00.21.11:678][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light02_Cue.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Light02_Cue.uasset"
[2022.12.13-00.21.11:678][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Smoke01.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Smoke01.uasset"
[2022.12.13-00.21.11:678][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Smoke01_Cue.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Smoke01_Cue.uasset"
[2022.12.13-00.21.11:678][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Background_Cue.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Starter_Background_Cue.uasset"
[2022.12.13-00.21.11:680][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Birds01.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Starter_Birds01.uasset"
[2022.12.13-00.21.11:686][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Music01.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Starter_Music01.uasset"
[2022.12.13-00.21.11:686][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Music_Cue.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Starter_Music_Cue.uasset"
[2022.12.13-00.21.11:688][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Wind05.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Starter_Wind05.uasset"
[2022.12.13-00.21.11:689][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Wind06.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Starter_Wind06.uasset"
[2022.12.13-00.21.11:690][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Steam01.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Steam01.uasset"
[2022.12.13-00.21.11:690][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Steam01_Cue.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Audio/Steam01_Cue.uasset"
[2022.12.13-00.21.11:690][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_AssetPlatform.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Materials/M_AssetPlatform.uasset"
[2022.12.13-00.21.11:690][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Basic_Floor.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Materials/M_Basic_Floor.uasset"
[2022.12.13-00.21.11:691][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Basic_Wall.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Materials/M_Basic_Wall.uasset"
[2022.12.13-00.21.11:691][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset"
[2022.12.13-00.21.11:691][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_New.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Materials/M_Brick_Clay_New.uasset"
[2022.12.13-00.21.11:691][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset"
[2022.12.13-00.21.11:691][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Cut_Stone.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Materials/M_Brick_Cut_Stone.uasset"
[2022.12.13-00.21.11:692][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Hewn_Stone.uasset" to "../../../../../unreal-engine-projects/levelingSystem 5.1/Content/StarterContent/Materials/M_Brick_Hewn_Stone.uasset"
